P1A	P2A	P1B	P2B	Jaccard
P19784	P11388	P19784	P18846	0.294117647059
P19784	P11388	P19784	P19338	0.352941176471
P19784	P14598	P19784	P14598	1.0
P19784	P14598	P19784	P15336	0.75
P19784	P14598	P19784	P16403	0.117647058824
P19784	P14598	P19784	P16455	0.214285714286
P19784	P14598	P19784	P17096	0.133333333333
P19784	P14598	P19784	P17931	0.166666666667
P19784	P14598	P19784	P18031	0.230769230769
P19784	P14598	P19784	P18846	0.6
P19784	P14598	P19784	P19338	0.285714285714
P19784	P15336	P19784	P15336	1.0
P19784	P15336	P19784	P16403	0.176470588235
P19784	P15336	P19784	P16455	0.285714285714
P19784	P15336	P19784	P17096	0.2
P19784	P15336	P19784	P17931	0.222222222222
P19784	P15336	P19784	P18031	0.307692307692
P19784	P15336	P19784	P18846	0.8
P19784	P15336	P19784	P19338	0.428571428571
P19784	P16403	P19784	P16403	1.0
P19784	P16403	P19784	P16455	0.5
P19784	P16403	P19784	P17096	0.2
P19784	P16403	P19784	P17931	0.416666666667
P19784	P16403	P19784	P18031	0.45
P19784	P16403	P19784	P18846	0.235294117647
P19784	P16403	P19784	P19338	0.294117647059
P19784	P16455	P19784	P16455	1.0
P19784	P16455	P19784	P17096	0.4
P19784	P16455	P19784	P17931	0.6
P19784	P16455	P19784	P18031	0.6875
P19784	P16455	P19784	P18846	0.357142857143
P19784	P16455	P19784	P19338	0.428571428571
P19784	P17096	P19784	P17096	1.0
P19784	P17096	P19784	P17931	0.230769230769
P19784	P17096	P19784	P18031	0.5
P19784	P17096	P19784	P18846	0.1875
P19784	P17096	P19784	P19338	0.111111111111
P19784	P17931	P19784	P17931	1.0
P19784	P17931	P19784	P18031	0.409090909091
P19784	P17931	P19784	P18846	0.277777777778
P19784	P17931	P19784	P19338	0.333333333333
P19784	P18031	P19784	P18031	1.0
P19784	P18031	P19784	P18846	0.384615384615
P19784	P18031	P19784	P19338	0.357142857143
P19784	P18846	P19784	P18846	1.0
P19784	P18846	P19784	P19338	0.571428571429
P19784	P19338	P19784	P19338	1.0
Q9NR30	COVID19N	Q9NR30	COVID19N	1.0
Q9NR30	COVID19N	Q9NR30	Q9UK43	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q9UNL2	0.138888888889
Q9NR30	COVID19N	Q9NR30	Q9Y2W1	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q9Y3A4	0.166666666667
Q9NR30	COVID19N	Q9NR30	Q9Y5B9	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q9Y5H9	0.146341463415
Q9NR30	COVID19N	Q9NR30	O00159	0.146341463415
Q9NR30	COVID19N	Q9NR30	O00422	0.157894736842
Q9NR30	COVID19N	Q9NR30	O00505	0.146341463415
Q9NR30	COVID19N	Q9NR30	O76021	0.194444444444
Q9NR30	COVID19N	Q9NR30	P03372	0.146341463415
Q9NR30	COVID19N	Q9NR30	P05412	0.194444444444
Q9NR30	COVID19N	Q9NR30	P06702	0.162162162162
Q9NR30	COVID19N	Q9NR30	P06748	0.166666666667
Q9NR30	COVID19N	Q9NR30	P07910	0.146341463415
Q9NR30	COVID19N	Q9NR30	P09874	0.146341463415
Q9NR30	COVID19N	Q9NR30	P11388	0.146341463415
Q9NR30	COVID19N	Q9NR30	P13473	0.146341463415
Q9NR30	COVID19N	Q9NR30	P18124	0.194444444444
Q9NR30	COVID19N	Q9NR30	P19320	0.146341463415
Q9NR30	COVID19N	Q9NR30	P20700	0.146341463415
Q9NR30	COVID19N	Q9NR30	P23246	0.146341463415
Q9NR30	COVID19N	Q9NR30	P28370	0.146341463415
Q9NR30	COVID19N	Q9NR30	P46087	0.146341463415
Q9NR30	COVID19N	Q9NR30	P46777	0.166666666667
Q9NR30	COVID19N	Q9NR30	P54274	0.146341463415
Q9NR30	COVID19N	Q9NR30	P61513	0.166666666667
Q9NR30	COVID19N	Q9NR30	P62266	0.166666666667
Q9NR30	COVID19N	Q9NR30	P62280	0.166666666667
Q9NR30	COVID19N	Q9NR30	P62847	0.166666666667
Q9NR30	COVID19N	Q9NR30	P62899	0.166666666667
Q9NR30	COVID19N	Q9NR30	P63279	0.162162162162
Q9NR30	COVID19N	Q9NR30	P68400	0.166666666667
Q9NR30	COVID19N	Q9NR30	P78362	0.146341463415
Q9NR30	COVID19N	Q9NR30	P84098	0.194444444444
Q9NR30	COVID19N	Q9NR30	Q02878	0.194444444444
Q9NR30	COVID19N	Q9NR30	Q08211	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q08945	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q12857	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q13243	0.162162162162
Q9NR30	COVID19N	Q9NR30	Q14498	0.162162162162
Q9NR30	COVID19N	Q9NR30	Q15029	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q15050	0.166666666667
Q9NR30	COVID19N	Q9NR30	Q15287	0.138888888889
Q9NR30	COVID19N	Q9NR30	Q15554	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q16629	0.166666666667
Q9NR30	COVID19N	Q9NR30	Q29RF7	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q6MZS5	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q6P2Q9	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q6ZRV7	0.138888888889
Q9NR30	COVID19N	Q9NR30	Q8IY81	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q96SB4	0.146341463415
Q9NR30	COVID19N	Q9NR30	Q9BQ39	0.146341463415
Q9NR30	Q9UK43	Q9NR30	Q9UK43	1.0
Q9NR30	Q9UK43	Q9NR30	Q9UNL2	0.333333333333
Q9NR30	Q9UK43	Q9NR30	Q9Y2W1	1.0
Q9NR30	Q9UK43	Q9NR30	Q9Y3A4	0.416666666667
Q9NR30	Q9UK43	Q9NR30	Q9Y5B9	1.0
Q9NR30	Q9UK43	Q9NR30	Q9Y5H9	1.0
Q9NR30	Q9UK43	Q9NR30	O00159	1.0
Q9NR30	Q9UK43	Q9NR30	O00422	0.357142857143
Q9NR30	Q9UK43	Q9NR30	O00505	1.0
Q9NR30	Q9UK43	Q9NR30	O76021	0.384615384615
Q9NR30	Q9UK43	Q9NR30	P03372	1.0
Q9NR30	Q9UK43	Q9NR30	P05412	0.384615384615
Q9NR30	Q9UK43	Q9NR30	P06702	0.384615384615
Q9NR30	Q9UK43	Q9NR30	P06748	0.307692307692
Q9NR30	Q9UK43	Q9NR30	P07910	1.0
Q9NR30	Q9UK43	Q9NR30	P09874	1.0
Q9NR30	Q9UK43	Q9NR30	P11388	1.0
Q9NR30	Q9UK43	Q9NR30	P13473	1.0
Q9NR30	Q9UK43	Q9NR30	P18124	0.384615384615
Q9NR30	Q9UK43	Q9NR30	P19320	1.0
Q9NR30	Q9UK43	Q9NR30	P20700	1.0
Q9NR30	Q9UK43	Q9NR30	P23246	1.0
Q9NR30	Q9UK43	Q9NR30	P28370	1.0
Q9NR30	Q9UK43	Q9NR30	P46087	1.0
Q9NR30	Q9UK43	Q9NR30	P46777	0.416666666667
Q9NR30	Q9UK43	Q9NR30	P54274	1.0
Q9NR30	Q9UK43	Q9NR30	P61513	0.416666666667
Q9NR30	Q9UK43	Q9NR30	P62266	0.416666666667
Q9NR30	Q9UK43	Q9NR30	P62280	0.416666666667
Q9NR30	Q9UK43	Q9NR30	P62847	0.416666666667
Q9NR30	Q9UK43	Q9NR30	P62899	0.416666666667
Q9NR30	Q9UK43	Q9NR30	P63279	0.5
Q9NR30	Q9UK43	Q9NR30	P68400	0.416666666667
Q9NR30	Q9UK43	Q9NR30	P78362	1.0
Q9NR30	Q9UK43	Q9NR30	P84098	0.384615384615
Q9NR30	Q9UK43	Q9NR30	Q02878	0.384615384615
Q9NR30	Q9UK43	Q9NR30	Q08211	1.0
Q9NR30	Q9UK43	Q9NR30	Q08945	1.0
Q9NR30	Q9UK43	Q9NR30	Q12857	1.0
Q9NR30	Q9UK43	Q9NR30	Q13243	0.5
Q9NR30	Q9UK43	Q9NR30	Q14498	0.5
Q9NR30	Q9UK43	Q9NR30	Q15029	1.0
Q9NR30	Q9UK43	Q9NR30	Q15050	0.416666666667
Q9NR30	Q9UK43	Q9NR30	Q15287	0.333333333333
Q9NR30	Q9UK43	Q9NR30	Q15554	1.0
Q9NR30	Q9UK43	Q9NR30	Q16629	0.416666666667
Q9NR30	Q9UK43	Q9NR30	Q29RF7	1.0
Q9NR30	Q9UK43	Q9NR30	Q6MZS5	1.0
Q9NR30	Q9UK43	Q9NR30	Q6P2Q9	1.0
Q9NR30	Q9UK43	Q9NR30	Q6ZRV7	0.333333333333
Q9NR30	Q9UK43	Q9NR30	Q8IY81	1.0
Q9NR30	Q9UK43	Q9NR30	Q96SB4	1.0
Q9NR30	Q9UK43	Q9NR30	Q9BQ39	1.0
Q9NR30	Q9UNL2	Q9NR30	Q9UNL2	1.0
Q9NR30	Q9UNL2	Q9NR30	Q9Y2W1	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q9Y3A4	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	Q9Y5B9	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q9Y5H9	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	O00159	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	O00422	0.625
Q9NR30	Q9UNL2	Q9NR30	O00505	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	O76021	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	P03372	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P05412	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	P06702	0.5
Q9NR30	Q9UNL2	Q9NR30	P06748	0.571428571429
Q9NR30	Q9UNL2	Q9NR30	P07910	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P09874	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P11388	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P13473	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P18124	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	P19320	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P20700	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P23246	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P28370	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P46087	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P46777	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	P54274	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P61513	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	P62266	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	P62280	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	P62847	0.571428571429
Q9NR30	Q9UNL2	Q9NR30	P62899	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	P63279	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	P68400	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	P78362	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	P84098	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	Q02878	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	Q08211	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q08945	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q12857	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q13243	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	Q14498	0.714285714286
Q9NR30	Q9UNL2	Q9NR30	Q15029	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q15050	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	Q15287	0.666666666667
Q9NR30	Q9UNL2	Q9NR30	Q15554	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q16629	0.833333333333
Q9NR30	Q9UNL2	Q9NR30	Q29RF7	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q6MZS5	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q6P2Q9	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q6ZRV7	1.0
Q9NR30	Q9UNL2	Q9NR30	Q8IY81	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q96SB4	0.333333333333
Q9NR30	Q9UNL2	Q9NR30	Q9BQ39	0.333333333333
Q9NR30	Q9Y2W1	Q9NR30	Q9Y2W1	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q9Y3A4	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	Q9Y5B9	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q9Y5H9	1.0
Q9NR30	Q9Y2W1	Q9NR30	O00159	1.0
Q9NR30	Q9Y2W1	Q9NR30	O00422	0.357142857143
Q9NR30	Q9Y2W1	Q9NR30	O00505	1.0
Q9NR30	Q9Y2W1	Q9NR30	O76021	0.384615384615
Q9NR30	Q9Y2W1	Q9NR30	P03372	1.0
Q9NR30	Q9Y2W1	Q9NR30	P05412	0.384615384615
Q9NR30	Q9Y2W1	Q9NR30	P06702	0.384615384615
Q9NR30	Q9Y2W1	Q9NR30	P06748	0.307692307692
Q9NR30	Q9Y2W1	Q9NR30	P07910	1.0
Q9NR30	Q9Y2W1	Q9NR30	P09874	1.0
Q9NR30	Q9Y2W1	Q9NR30	P11388	1.0
Q9NR30	Q9Y2W1	Q9NR30	P13473	1.0
Q9NR30	Q9Y2W1	Q9NR30	P18124	0.384615384615
Q9NR30	Q9Y2W1	Q9NR30	P19320	1.0
Q9NR30	Q9Y2W1	Q9NR30	P20700	1.0
Q9NR30	Q9Y2W1	Q9NR30	P23246	1.0
Q9NR30	Q9Y2W1	Q9NR30	P28370	1.0
Q9NR30	Q9Y2W1	Q9NR30	P46087	1.0
Q9NR30	Q9Y2W1	Q9NR30	P46777	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	P54274	1.0
Q9NR30	Q9Y2W1	Q9NR30	P61513	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	P62266	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	P62280	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	P62847	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	P62899	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	P63279	0.5
Q9NR30	Q9Y2W1	Q9NR30	P68400	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	P78362	1.0
Q9NR30	Q9Y2W1	Q9NR30	P84098	0.384615384615
Q9NR30	Q9Y2W1	Q9NR30	Q02878	0.384615384615
Q9NR30	Q9Y2W1	Q9NR30	Q08211	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q08945	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q12857	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q13243	0.5
Q9NR30	Q9Y2W1	Q9NR30	Q14498	0.5
Q9NR30	Q9Y2W1	Q9NR30	Q15029	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q15050	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	Q15287	0.333333333333
Q9NR30	Q9Y2W1	Q9NR30	Q15554	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q16629	0.416666666667
Q9NR30	Q9Y2W1	Q9NR30	Q29RF7	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q6MZS5	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q6P2Q9	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q6ZRV7	0.333333333333
Q9NR30	Q9Y2W1	Q9NR30	Q8IY81	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q96SB4	1.0
Q9NR30	Q9Y2W1	Q9NR30	Q9BQ39	1.0
Q9NR30	Q9Y3A4	Q9NR30	Q9Y3A4	1.0
Q9NR30	Q9Y3A4	Q9NR30	Q9Y5B9	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q9Y5H9	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	O00159	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	O00422	0.75
Q9NR30	Q9Y3A4	Q9NR30	O00505	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	O76021	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	P03372	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P05412	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	P06702	0.625
Q9NR30	Q9Y3A4	Q9NR30	P06748	0.714285714286
Q9NR30	Q9Y3A4	Q9NR30	P07910	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P09874	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P11388	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P13473	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P18124	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	P19320	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P20700	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P23246	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P28370	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P46087	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P46777	1.0
Q9NR30	Q9Y3A4	Q9NR30	P54274	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P61513	1.0
Q9NR30	Q9Y3A4	Q9NR30	P62266	1.0
Q9NR30	Q9Y3A4	Q9NR30	P62280	1.0
Q9NR30	Q9Y3A4	Q9NR30	P62847	0.714285714286
Q9NR30	Q9Y3A4	Q9NR30	P62899	1.0
Q9NR30	Q9Y3A4	Q9NR30	P63279	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	P68400	1.0
Q9NR30	Q9Y3A4	Q9NR30	P78362	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	P84098	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	Q02878	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	Q08211	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q08945	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q12857	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q13243	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	Q14498	0.857142857143
Q9NR30	Q9Y3A4	Q9NR30	Q15029	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q15050	1.0
Q9NR30	Q9Y3A4	Q9NR30	Q15287	0.833333333333
Q9NR30	Q9Y3A4	Q9NR30	Q15554	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q16629	1.0
Q9NR30	Q9Y3A4	Q9NR30	Q29RF7	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q6MZS5	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q6P2Q9	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q6ZRV7	0.833333333333
Q9NR30	Q9Y3A4	Q9NR30	Q8IY81	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q96SB4	0.416666666667
Q9NR30	Q9Y3A4	Q9NR30	Q9BQ39	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	Q9Y5B9	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q9Y5H9	1.0
Q9NR30	Q9Y5B9	Q9NR30	O00159	1.0
Q9NR30	Q9Y5B9	Q9NR30	O00422	0.357142857143
Q9NR30	Q9Y5B9	Q9NR30	O00505	1.0
Q9NR30	Q9Y5B9	Q9NR30	O76021	0.384615384615
Q9NR30	Q9Y5B9	Q9NR30	P03372	1.0
Q9NR30	Q9Y5B9	Q9NR30	P05412	0.384615384615
Q9NR30	Q9Y5B9	Q9NR30	P06702	0.384615384615
Q9NR30	Q9Y5B9	Q9NR30	P06748	0.307692307692
Q9NR30	Q9Y5B9	Q9NR30	P07910	1.0
Q9NR30	Q9Y5B9	Q9NR30	P09874	1.0
Q9NR30	Q9Y5B9	Q9NR30	P11388	1.0
Q9NR30	Q9Y5B9	Q9NR30	P13473	1.0
Q9NR30	Q9Y5B9	Q9NR30	P18124	0.384615384615
Q9NR30	Q9Y5B9	Q9NR30	P19320	1.0
Q9NR30	Q9Y5B9	Q9NR30	P20700	1.0
Q9NR30	Q9Y5B9	Q9NR30	P23246	1.0
Q9NR30	Q9Y5B9	Q9NR30	P28370	1.0
Q9NR30	Q9Y5B9	Q9NR30	P46087	1.0
Q9NR30	Q9Y5B9	Q9NR30	P46777	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	P54274	1.0
Q9NR30	Q9Y5B9	Q9NR30	P61513	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	P62266	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	P62280	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	P62847	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	P62899	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	P63279	0.5
Q9NR30	Q9Y5B9	Q9NR30	P68400	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	P78362	1.0
Q9NR30	Q9Y5B9	Q9NR30	P84098	0.384615384615
Q9NR30	Q9Y5B9	Q9NR30	Q02878	0.384615384615
Q9NR30	Q9Y5B9	Q9NR30	Q08211	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q08945	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q12857	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q13243	0.5
Q9NR30	Q9Y5B9	Q9NR30	Q14498	0.5
Q9NR30	Q9Y5B9	Q9NR30	Q15029	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q15050	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	Q15287	0.333333333333
Q9NR30	Q9Y5B9	Q9NR30	Q15554	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q16629	0.416666666667
Q9NR30	Q9Y5B9	Q9NR30	Q29RF7	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q6MZS5	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q6P2Q9	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q6ZRV7	0.333333333333
Q9NR30	Q9Y5B9	Q9NR30	Q8IY81	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q96SB4	1.0
Q9NR30	Q9Y5B9	Q9NR30	Q9BQ39	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q9Y5H9	1.0
Q9NR30	Q9Y5H9	Q9NR30	O00159	1.0
Q9NR30	Q9Y5H9	Q9NR30	O00422	0.357142857143
Q9NR30	Q9Y5H9	Q9NR30	O00505	1.0
Q9NR30	Q9Y5H9	Q9NR30	O76021	0.384615384615
Q9NR30	Q9Y5H9	Q9NR30	P03372	1.0
Q9NR30	Q9Y5H9	Q9NR30	P05412	0.384615384615
Q9NR30	Q9Y5H9	Q9NR30	P06702	0.384615384615
Q9NR30	Q9Y5H9	Q9NR30	P06748	0.307692307692
Q9NR30	Q9Y5H9	Q9NR30	P07910	1.0
Q9NR30	Q9Y5H9	Q9NR30	P09874	1.0
Q9NR30	Q9Y5H9	Q9NR30	P11388	1.0
Q9NR30	Q9Y5H9	Q9NR30	P13473	1.0
Q9NR30	Q9Y5H9	Q9NR30	P18124	0.384615384615
Q9NR30	Q9Y5H9	Q9NR30	P19320	1.0
Q9NR30	Q9Y5H9	Q9NR30	P20700	1.0
Q9NR30	Q9Y5H9	Q9NR30	P23246	1.0
Q9NR30	Q9Y5H9	Q9NR30	P28370	1.0
Q9NR30	Q9Y5H9	Q9NR30	P46087	1.0
Q9NR30	Q9Y5H9	Q9NR30	P46777	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	P54274	1.0
Q9NR30	Q9Y5H9	Q9NR30	P61513	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	P62266	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	P62280	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	P62847	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	P62899	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	P63279	0.5
Q9NR30	Q9Y5H9	Q9NR30	P68400	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	P78362	1.0
Q9NR30	Q9Y5H9	Q9NR30	P84098	0.384615384615
Q9NR30	Q9Y5H9	Q9NR30	Q02878	0.384615384615
Q9NR30	Q9Y5H9	Q9NR30	Q08211	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q08945	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q12857	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q13243	0.5
Q9NR30	Q9Y5H9	Q9NR30	Q14498	0.5
Q9NR30	Q9Y5H9	Q9NR30	Q15029	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q15050	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	Q15287	0.333333333333
Q9NR30	Q9Y5H9	Q9NR30	Q15554	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q16629	0.416666666667
Q9NR30	Q9Y5H9	Q9NR30	Q29RF7	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q6MZS5	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q6P2Q9	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q6ZRV7	0.333333333333
Q9NR30	Q9Y5H9	Q9NR30	Q8IY81	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q96SB4	1.0
Q9NR30	Q9Y5H9	Q9NR30	Q9BQ39	1.0
Q9NR30	O00159	Q9NR30	O00159	1.0
Q9NR30	O00159	Q9NR30	O00422	0.357142857143
Q9NR30	O00159	Q9NR30	O00505	1.0
Q9NR30	O00159	Q9NR30	O76021	0.384615384615
Q9NR30	O00159	Q9NR30	P03372	1.0
Q9NR30	O00159	Q9NR30	P05412	0.384615384615
Q9NR30	O00159	Q9NR30	P06702	0.384615384615
Q9NR30	O00159	Q9NR30	P06748	0.307692307692
Q9NR30	O00159	Q9NR30	P07910	1.0
Q9NR30	O00159	Q9NR30	P09874	1.0
Q9NR30	O00159	Q9NR30	P11388	1.0
Q9NR30	O00159	Q9NR30	P13473	1.0
Q9NR30	O00159	Q9NR30	P18124	0.384615384615
Q9NR30	O00159	Q9NR30	P19320	1.0
Q9NR30	O00159	Q9NR30	P20700	1.0
Q9NR30	O00159	Q9NR30	P23246	1.0
Q9NR30	O00159	Q9NR30	P28370	1.0
Q9NR30	O00159	Q9NR30	P46087	1.0
Q9NR30	O00159	Q9NR30	P46777	0.416666666667
Q9NR30	O00159	Q9NR30	P54274	1.0
Q9NR30	O00159	Q9NR30	P61513	0.416666666667
Q9NR30	O00159	Q9NR30	P62266	0.416666666667
Q9NR30	O00159	Q9NR30	P62280	0.416666666667
Q9NR30	O00159	Q9NR30	P62847	0.416666666667
Q9NR30	O00159	Q9NR30	P62899	0.416666666667
Q9NR30	O00159	Q9NR30	P63279	0.5
Q9NR30	O00159	Q9NR30	P68400	0.416666666667
Q9NR30	O00159	Q9NR30	P78362	1.0
Q9NR30	O00159	Q9NR30	P84098	0.384615384615
Q9NR30	O00159	Q9NR30	Q02878	0.384615384615
Q9NR30	O00159	Q9NR30	Q08211	1.0
Q9NR30	O00159	Q9NR30	Q08945	1.0
Q9NR30	O00159	Q9NR30	Q12857	1.0
Q9NR30	O00159	Q9NR30	Q13243	0.5
Q9NR30	O00159	Q9NR30	Q14498	0.5
Q9NR30	O00159	Q9NR30	Q15029	1.0
Q9NR30	O00159	Q9NR30	Q15050	0.416666666667
Q9NR30	O00159	Q9NR30	Q15287	0.333333333333
Q9NR30	O00159	Q9NR30	Q15554	1.0
Q9NR30	O00159	Q9NR30	Q16629	0.416666666667
Q9NR30	O00159	Q9NR30	Q29RF7	1.0
